#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   970   0.109593E+04   0.213903E+02   0.303917E-05   0.213903E+02   0.397972E+02   0.655653E-06   0.303917E-05   0.655653E-06   0.599441E-08
   971   0.108930E+04   0.200801E+02   0.299656E-05   0.200801E+02   0.399275E+02   0.657003E-06   0.299656E-05   0.657003E-06   0.598300E-08
   972   0.108281E+04   0.187596E+02   0.295417E-05   0.187596E+02   0.400514E+02   0.658282E-06   0.295417E-05   0.658282E-06   0.597163E-08
   973   0.107646E+04   0.174281E+02   0.291200E-05   0.174281E+02   0.401697E+02   0.659489E-06   0.291200E-05   0.659489E-06   0.596029E-08
   974   0.107032E+04   0.160863E+02   0.287005E-05   0.160863E+02   0.402832E+02   0.660624E-06   0.287005E-05   0.660624E-06   0.594897E-08
   975   0.106433E+04   0.147364E+02   0.282833E-05   0.147364E+02   0.403911E+02   0.661689E-06   0.282833E-05   0.661689E-06   0.593768E-08
   976   0.105848E+04   0.133777E+02   0.278683E-05   0.133777E+02   0.404919E+02   0.662683E-06   0.278683E-05   0.662683E-06   0.592642E-08
   977   0.105277E+04   0.120115E+02   0.274557E-05   0.120115E+02   0.405878E+02   0.663607E-06   0.274557E-05   0.663607E-06   0.591519E-08
   978   0.104713E+04   0.106377E+02   0.270454E-05   0.106377E+02   0.406782E+02   0.664460E-06   0.270454E-05   0.664460E-06   0.590399E-08
   979   0.104178E+04   0.925764E+01   0.266374E-05   0.925764E+01   0.407630E+02   0.665245E-06   0.266374E-05   0.665245E-06   0.589282E-08
   980   0.103649E+04   0.787107E+01   0.262318E-05   0.787107E+01   0.408414E+02   0.665960E-06   0.262318E-05   0.665960E-06   0.588167E-08
   981   0.103135E+04   0.647873E+01   0.258286E-05   0.647873E+01   0.409127E+02   0.666606E-06   0.258286E-05   0.666606E-06   0.587056E-08
   982   0.102635E+04   0.508161E+01   0.254278E-05   0.508161E+01   0.409799E+02   0.667185E-06   0.254278E-05   0.667185E-06   0.585947E-08
   983   0.102156E+04   0.367979E+01   0.250294E-05   0.367979E+01   0.410408E+02   0.667695E-06   0.250294E-05   0.667695E-06   0.584841E-08
   984   0.101684E+04   0.227397E+01   0.246335E-05   0.227397E+01   0.410938E+02   0.668137E-06   0.246335E-05   0.668137E-06   0.583738E-08
   985   0.101234E+04   0.864566E+00   0.242402E-05   0.864566E+00   0.411427E+02   0.668512E-06   0.242402E-05   0.668512E-06   0.582637E-08
   986   0.100791E+04  -0.547439E+00   0.238493E-05  -0.547439E+00   0.411853E+02   0.668820E-06   0.238493E-05   0.668820E-06   0.581539E-08
   987   0.100362E+04  -0.196216E+01   0.234609E-05  -0.196216E+01   0.412215E+02   0.669062E-06   0.234609E-05   0.669062E-06   0.580444E-08
   988   0.999548E+03  -0.337843E+01   0.230751E-05  -0.337843E+01   0.412528E+02   0.669237E-06   0.230751E-05   0.669237E-06   0.579352E-08
   989   0.995618E+03  -0.479495E+01   0.226919E-05  -0.479495E+01   0.412770E+02   0.669346E-06   0.226919E-05   0.669346E-06   0.578263E-08
   990   0.991831E+03  -0.621318E+01   0.223113E-05  -0.621318E+01   0.412986E+02   0.669390E-06   0.223113E-05   0.669390E-06   0.577176E-08
   991   0.988186E+03  -0.763113E+01   0.219333E-05  -0.763113E+01   0.413108E+02   0.669369E-06   0.219333E-05   0.669369E-06   0.576092E-08
   992   0.984685E+03  -0.904884E+01   0.215580E-05  -0.904884E+01   0.413174E+02   0.669284E-06   0.215580E-05   0.669284E-06   0.575011E-08
   993   0.981253E+03  -0.104656E+02   0.211853E-05  -0.104656E+02   0.413176E+02   0.669133E-06   0.211853E-05   0.669133E-06   0.573933E-08
   994   0.978038E+03  -0.118800E+02   0.208153E-05  -0.118800E+02   0.413130E+02   0.668919E-06   0.208153E-05   0.668919E-06   0.572857E-08
   995   0.975042E+03  -0.132927E+02   0.204481E-05  -0.132927E+02   0.413019E+02   0.668641E-06   0.204481E-05   0.668641E-06   0.571784E-08
   996   0.972114E+03  -0.147024E+02   0.200836E-05  -0.147024E+02   0.412831E+02   0.668300E-06   0.200836E-05   0.668300E-06   0.570713E-08
   997   0.969330E+03  -0.161097E+02   0.197218E-05  -0.161097E+02   0.412608E+02   0.667896E-06   0.197218E-05   0.667896E-06   0.569646E-08
   998   0.966690E+03  -0.175118E+02   0.193629E-05  -0.175118E+02   0.412314E+02   0.667430E-06   0.193629E-05   0.667430E-06   0.568580E-08
   999   0.964193E+03  -0.189102E+02   0.190068E-05  -0.189102E+02   0.411963E+02   0.666901E-06   0.190068E-05   0.666901E-06   0.567518E-08
  1000   0.961841E+03  -0.203042E+02   0.186535E-05  -0.203042E+02   0.411556E+02   0.666310E-06   0.186535E-05   0.666310E-06   0.566458E-08
  1001   0.959633E+03  -0.216916E+02   0.183030E-05  -0.216916E+02   0.411085E+02   0.665658E-06   0.183030E-05   0.665658E-06   0.565401E-08
  1002   0.957494E+03  -0.230731E+02   0.179554E-05  -0.230731E+02   0.410551E+02   0.664945E-06   0.179554E-05   0.664945E-06   0.564347E-08
  1003   0.955575E+03  -0.244487E+02   0.176107E-05  -0.244487E+02   0.409967E+02   0.664171E-06   0.176107E-05   0.664171E-06   0.563295E-08
  1004   0.953800E+03  -0.258169E+02   0.172689E-05  -0.258169E+02   0.409319E+02   0.663337E-06   0.172689E-05   0.663337E-06   0.562246E-08
  1005   0.952244E+03  -0.271763E+02   0.169299E-05  -0.271763E+02   0.408614E+02   0.662442E-06   0.169299E-05   0.662442E-06   0.561199E-08
  1006   0.950759E+03  -0.285283E+02   0.165939E-05  -0.285283E+02   0.407845E+02   0.661487E-06   0.165939E-05   0.661487E-06   0.560155E-08
  1007   0.949344E+03  -0.298714E+02   0.162607E-05  -0.298714E+02   0.407020E+02   0.660472E-06   0.162607E-05   0.660472E-06   0.559114E-08
  1008   0.947853E+03  -0.312050E+02   0.159304E-05  -0.312050E+02   0.406137E+02   0.659397E-06   0.159304E-05   0.659397E-06   0.558075E-08
  1009   0.946729E+03  -0.325290E+02   0.156031E-05  -0.325290E+02   0.405197E+02   0.658264E-06   0.156031E-05   0.658264E-06   0.557039E-08
  1010   0.945751E+03  -0.338426E+02   0.152786E-05  -0.338426E+02   0.404207E+02   0.657071E-06   0.152786E-05   0.657071E-06   0.556006E-08
  1011   0.944845E+03  -0.351452E+02   0.149571E-05  -0.351452E+02   0.403168E+02   0.655819E-06   0.149571E-05   0.655819E-06   0.554975E-08
  1012   0.944084E+03  -0.364382E+02   0.146385E-05  -0.364382E+02   0.402064E+02   0.654510E-06   0.146385E-05   0.654510E-06   0.553946E-08
  1013   0.943470E+03  -0.377178E+02   0.143228E-05  -0.377178E+02   0.400917E+02   0.653142E-06   0.143228E-05   0.653142E-06   0.552921E-08
  1014   0.943002E+03  -0.389864E+02   0.140101E-05  -0.389864E+02   0.399706E+02   0.651716E-06   0.140101E-05   0.651716E-06   0.551897E-08
  1015   0.942532E+03  -0.402417E+02   0.137003E-05  -0.402417E+02   0.398452E+02   0.650232E-06   0.137003E-05   0.650232E-06   0.550877E-08
  1016   0.942283E+03  -0.414844E+02   0.133934E-05  -0.414844E+02   0.397133E+02   0.648691E-06   0.133934E-05   0.648691E-06   0.549858E-08
  1017   0.942180E+03  -0.427138E+02   0.130895E-05  -0.427138E+02   0.395771E+02   0.647093E-06   0.130895E-05   0.647093E-06   0.548843E-08
  1018   0.942151E+03  -0.439291E+02   0.127886E-05  -0.439291E+02   0.394343E+02   0.645438E-06   0.127886E-05   0.645438E-06   0.547830E-08
  1019   0.942194E+03  -0.451304E+02   0.124906E-05  -0.451304E+02   0.392881E+02   0.643727E-06   0.124906E-05   0.643727E-06   0.546819E-08
  1020   0.942459E+03  -0.463169E+02   0.121956E-05  -0.463169E+02   0.391345E+02   0.641959E-06   0.121956E-05   0.641959E-06   0.545811E-08
  1021   0.942798E+03  -0.474886E+02   0.119036E-05  -0.474886E+02   0.389766E+02   0.640136E-06   0.119036E-05   0.640136E-06   0.544805E-08
  1022   0.943209E+03  -0.486448E+02   0.116146E-05  -0.486448E+02   0.388144E+02   0.638256E-06   0.116146E-05   0.638256E-06   0.543802E-08
  1023   0.943769E+03  -0.497824E+02   0.113285E-05  -0.497824E+02   0.386464E+02   0.636321E-06   0.113285E-05   0.636321E-06   0.542802E-08
  1024   0.944402E+03  -0.509053E+02   0.110454E-05  -0.509053E+02   0.384733E+02   0.634331E-06   0.110454E-05   0.634331E-06   0.541804E-08
  1025   0.945109E+03  -0.520081E+02   0.107654E-05  -0.520081E+02   0.382966E+02   0.632287E-06   0.107654E-05   0.632287E-06   0.540808E-08
  1026   0.946188E+03  -0.530954E+02   0.104883E-05  -0.530954E+02   0.381141E+02   0.630187E-06   0.104883E-05   0.630187E-06   0.539815E-08
  1027   0.947118E+03  -0.541650E+02   0.102143E-05  -0.541650E+02   0.379287E+02   0.628033E-06   0.102143E-05   0.628033E-06   0.538824E-08
  1028   0.948122E+03  -0.552153E+02   0.994330E-06  -0.552153E+02   0.377382E+02   0.625825E-06   0.994330E-06   0.625825E-06   0.537836E-08
  1029   0.949275E+03  -0.562485E+02   0.967530E-06  -0.562485E+02   0.375425E+02   0.623563E-06   0.967530E-06   0.623563E-06   0.536850E-08
  1030   0.950503E+03  -0.572626E+02   0.941034E-06  -0.572626E+02   0.373432E+02   0.621248E-06   0.941034E-06   0.621248E-06   0.535867E-08
  1031   0.951658E+03  -0.582558E+02   0.914842E-06  -0.582558E+02   0.371395E+02   0.618879E-06   0.914842E-06   0.618879E-06   0.534886E-08
  1032   0.953110E+03  -0.592336E+02   0.888954E-06  -0.592336E+02   0.369299E+02   0.616457E-06   0.888954E-06   0.616457E-06   0.533908E-08
  1033   0.954564E+03  -0.601906E+02   0.863371E-06  -0.601906E+02   0.367174E+02   0.613983E-06   0.863371E-06   0.613983E-06   0.532932E-08
  1034   0.956241E+03  -0.611268E+02   0.838093E-06  -0.611268E+02   0.365020E+02   0.611456E-06   0.838093E-06   0.611456E-06   0.531958E-08
  1035   0.957920E+03  -0.620438E+02   0.813121E-06  -0.620438E+02   0.362814E+02   0.608877E-06   0.813121E-06   0.608877E-06   0.530987E-08
  1036   0.959674E+03  -0.629408E+02   0.788456E-06  -0.629408E+02   0.360564E+02   0.606246E-06   0.788456E-06   0.606246E-06   0.530018E-08
  1037   0.961505E+03  -0.638171E+02   0.764098E-06  -0.638171E+02   0.358284E+02   0.603563E-06   0.764098E-06   0.603563E-06   0.529052E-08
  1038   0.963486E+03  -0.646726E+02   0.740048E-06  -0.646726E+02   0.355974E+02   0.600829E-06   0.740048E-06   0.600829E-06   0.528088E-08
  1039   0.965544E+03  -0.655036E+02   0.716306E-06  -0.655036E+02   0.353620E+02   0.598044E-06   0.716306E-06   0.598044E-06   0.527126E-08
  1040   0.967529E+03  -0.663154E+02   0.692874E-06  -0.663154E+02   0.351228E+02   0.595208E-06   0.692874E-06   0.595208E-06   0.526167E-08
  1041   0.969739E+03  -0.671028E+02   0.669750E-06  -0.671028E+02   0.348814E+02   0.592321E-06   0.669750E-06   0.592321E-06   0.525210E-08
  1042   0.971952E+03  -0.678701E+02   0.646938E-06  -0.678701E+02   0.346356E+02   0.589384E-06   0.646938E-06   0.589384E-06   0.524256E-08
  1043   0.974243E+03  -0.686130E+02   0.624435E-06  -0.686130E+02   0.343867E+02   0.586398E-06   0.624435E-06   0.586398E-06   0.523303E-08
  1044   0.976684E+03  -0.693351E+02   0.602245E-06  -0.693351E+02   0.341341E+02   0.583361E-06   0.602245E-06   0.583361E-06   0.522354E-08
  1045   0.979055E+03  -0.700365E+02   0.580366E-06  -0.700365E+02   0.338806E+02   0.580275E-06   0.580366E-06   0.580275E-06   0.521406E-08
  1046   0.981577E+03  -0.707098E+02   0.558799E-06  -0.707098E+02   0.336227E+02   0.577139E-06   0.558799E-06   0.577139E-06   0.520461E-08
  1047   0.984177E+03  -0.713697E+02   0.537546E-06  -0.713697E+02   0.333617E+02   0.573955E-06   0.537546E-06   0.573955E-06   0.519518E-08
  1048   0.986706E+03  -0.720014E+02   0.516607E-06  -0.720014E+02   0.330985E+02   0.570722E-06   0.516607E-06   0.570722E-06   0.518578E-08
  1049   0.989388E+03  -0.726050E+02   0.495982E-06  -0.726050E+02   0.328329E+02   0.567441E-06   0.495982E-06   0.567441E-06   0.517640E-08
  1050   0.992073E+03  -0.731878E+02   0.475672E-06  -0.731878E+02   0.325642E+02   0.564112E-06   0.475672E-06   0.564112E-06   0.516704E-08
  1051   0.994837E+03  -0.737499E+02   0.455677E-06  -0.737499E+02   0.322933E+02   0.560734E-06   0.455677E-06   0.560734E-06   0.515770E-08
  1052   0.997679E+03  -0.742838E+02   0.435996E-06  -0.742838E+02   0.320200E+02   0.557310E-06   0.435996E-06   0.557310E-06   0.514839E-08
  1053   0.100045E+04  -0.747969E+02   0.416630E-06  -0.747969E+02   0.317443E+02   0.553839E-06   0.416630E-06   0.553839E-06   0.513910E-08
  1054   0.100330E+04  -0.752891E+02   0.397576E-06  -0.752891E+02   0.314671E+02   0.550323E-06   0.397576E-06   0.550323E-06   0.512983E-08
  1055   0.100616E+04  -0.757531E+02   0.378833E-06  -0.757531E+02   0.311883E+02   0.546761E-06   0.378833E-06   0.546761E-06   0.512059E-08
  1056   0.100909E+04  -0.761961E+02   0.360402E-06  -0.761961E+02   0.309071E+02   0.543155E-06   0.360402E-06   0.543155E-06   0.511137E-08
  1057   0.101210E+04  -0.766108E+02   0.342281E-06  -0.766108E+02   0.306243E+02   0.539505E-06   0.342281E-06   0.539505E-06   0.510217E-08
  1058   0.101527E+04  -0.770046E+02   0.324468E-06  -0.770046E+02   0.303406E+02   0.535812E-06   0.324468E-06   0.535812E-06   0.509299E-08
  1059   0.101836E+04  -0.773700E+02   0.306964E-06  -0.773700E+02   0.300545E+02   0.532077E-06   0.306964E-06   0.532077E-06   0.508384E-08
  1060   0.102146E+04  -0.777143E+02   0.289767E-06  -0.777143E+02   0.297669E+02   0.528300E-06   0.289767E-06   0.528300E-06   0.507471E-08
  1061   0.102457E+04  -0.780302E+02   0.272876E-06  -0.780302E+02   0.294791E+02   0.524482E-06   0.272876E-06   0.524482E-06   0.506560E-08
  1062   0.102775E+04  -0.783251E+02   0.256291E-06  -0.783251E+02   0.291896E+02   0.520624E-06   0.256291E-06   0.520624E-06   0.505651E-08
  1063   0.103079E+04  -0.785914E+02   0.240010E-06  -0.785914E+02   0.288992E+02   0.516727E-06   0.240010E-06   0.516727E-06   0.504745E-08
  1064   0.103399E+04  -0.788440E+02   0.224032E-06  -0.788440E+02   0.286080E+02   0.512790E-06   0.224032E-06   0.512790E-06   0.503841E-08
  1065   0.103719E+04  -0.790680E+02   0.208357E-06  -0.790680E+02   0.283150E+02   0.508815E-06   0.208357E-06   0.508815E-06   0.502939E-08
  1066   0.104031E+04  -0.792634E+02   0.192983E-06  -0.792634E+02   0.280219E+02   0.504803E-06   0.192983E-06   0.504803E-06   0.502039E-08
  1067   0.104360E+04  -0.794302E+02   0.177911E-06  -0.794302E+02   0.277286E+02   0.500754E-06   0.177911E-06   0.500754E-06   0.501142E-08
  1068   0.104681E+04  -0.795758E+02   0.163137E-06  -0.795758E+02   0.274344E+02   0.496669E-06   0.163137E-06   0.496669E-06   0.500246E-08
  1069   0.105003E+04  -0.797075E+02   0.148663E-06  -0.797075E+02   0.271408E+02   0.492548E-06   0.148663E-06   0.492548E-06   0.499353E-08
  1070   0.105333E+04  -0.798104E+02   0.134487E-06  -0.798104E+02   0.268454E+02   0.488393E-06   0.134487E-06   0.488393E-06   0.498462E-08
  1071   0.105648E+04  -0.798846E+02   0.120607E-06  -0.798846E+02   0.265514E+02   0.484203E-06   0.120607E-06   0.484203E-06   0.497573E-08
  1072   0.105971E+04  -0.799301E+02   0.107024E-06  -0.799301E+02   0.262564E+02   0.479981E-06   0.107024E-06   0.479981E-06   0.496687E-08
  1073   0.106303E+04  -0.799541E+02   0.937356E-07  -0.799541E+02   0.259619E+02   0.475725E-06   0.937356E-07   0.475725E-06   0.495802E-08
  1074   0.106620E+04  -0.799568E+02   0.807416E-07  -0.799568E+02   0.256679E+02   0.471438E-06   0.807416E-07   0.471438E-06   0.494920E-08
  1075   0.106945E+04  -0.799380E+02   0.680407E-07  -0.799380E+02   0.253730E+02   0.467119E-06   0.680407E-07   0.467119E-06   0.494040E-08
  1076   0.107263E+04  -0.798902E+02   0.556322E-07  -0.798902E+02   0.250794E+02   0.462769E-06   0.556322E-07   0.462769E-06   0.493162E-08
  1077   0.107589E+04  -0.798285E+02   0.435151E-07  -0.798285E+02   0.247862E+02   0.458390E-06   0.435151E-07   0.458390E-06   0.492286E-08
  1078   0.107901E+04  -0.797229E+02   0.316885E-07  -0.797229E+02   0.244943E+02   0.453981E-06   0.316885E-07   0.453981E-06   0.491412E-08
  1079   0.108213E+04  -0.796106E+02   0.201514E-07  -0.796106E+02   0.242022E+02   0.449544E-06   0.201514E-07   0.449544E-06   0.490541E-08
  1080   0.108533E+04  -0.794767E+02   0.890293E-08  -0.794767E+02   0.239105E+02   0.445079E-06   0.890293E-08   0.445079E-06   0.489671E-08
  1081   0.108839E+04  -0.793137E+02  -0.205783E-08  -0.793137E+02   0.236216E+02   0.440586E-06  -0.205783E-08   0.440586E-06   0.488804E-08
  1082   0.109146E+04  -0.791291E+02  -0.127318E-07  -0.791291E+02   0.233331E+02   0.436068E-06  -0.127318E-07   0.436068E-06   0.487939E-08
  1083   0.109453E+04  -0.789229E+02  -0.231200E-07  -0.789229E+02   0.230452E+02   0.431523E-06  -0.231200E-07   0.431523E-06   0.487076E-08
  1084   0.109761E+04  -0.786949E+02  -0.332232E-07  -0.786949E+02   0.227592E+02   0.426953E-06  -0.332232E-07   0.426953E-06   0.486215E-08
  1085   0.110062E+04  -0.784378E+02  -0.430425E-07  -0.784378E+02   0.224744E+02   0.422359E-06  -0.430425E-07   0.422359E-06   0.485356E-08
  1086   0.110363E+04  -0.781737E+02  -0.525787E-07  -0.781737E+02   0.221915E+02   0.417741E-06  -0.525787E-07   0.417741E-06   0.484499E-08
  1087   0.110658E+04  -0.778656E+02  -0.618328E-07  -0.778656E+02   0.219106E+02   0.413100E-06  -0.618328E-07   0.413100E-06   0.483644E-08
  1088   0.110946E+04  -0.775505E+02  -0.708056E-07  -0.775505E+02   0.216294E+02   0.408437E-06  -0.708056E-07   0.408437E-06   0.482792E-08
  1089   0.111234E+04  -0.772062E+02  -0.794982E-07  -0.772062E+02   0.213517E+02   0.403752E-06  -0.794982E-07   0.403752E-06   0.481941E-08
  1090   0.111516E+04  -0.768548E+02  -0.879115E-07  -0.768548E+02   0.210758E+02   0.399046E-06  -0.879115E-07   0.399046E-06   0.481093E-08
  1091   0.111798E+04  -0.764666E+02  -0.960463E-07  -0.764666E+02   0.208011E+02   0.394320E-06  -0.960463E-07   0.394320E-06   0.480246E-08
  1092   0.112081E+04  -0.760639E+02  -0.103904E-06  -0.760639E+02   0.205284E+02   0.389574E-06  -0.103904E-06   0.389574E-06   0.479402E-08
  1093   0.112350E+04  -0.756393E+02  -0.111484E-06  -0.756393E+02   0.202590E+02   0.384809E-06  -0.111484E-06   0.384809E-06   0.478559E-08
  1094   0.112604E+04  -0.752001E+02  -0.118789E-06  -0.752001E+02   0.199908E+02   0.380026E-06  -0.118789E-06   0.380026E-06   0.477719E-08
  1095   0.112874E+04  -0.747463E+02  -0.125820E-06  -0.747463E+02   0.197268E+02   0.375226E-06  -0.125820E-06   0.375226E-06   0.476881E-08
  1096   0.113130E+04  -0.742630E+02  -0.132577E-06  -0.742630E+02   0.194631E+02   0.370408E-06  -0.132577E-06   0.370408E-06   0.476045E-08
  1097   0.113379E+04  -0.737576E+02  -0.139060E-06  -0.737576E+02   0.192029E+02   0.365575E-06  -0.139060E-06   0.365575E-06   0.475210E-08
  1098   0.113628E+04  -0.732375E+02  -0.145272E-06  -0.732375E+02   0.189460E+02   0.360726E-06  -0.145272E-06   0.360726E-06   0.474378E-08
  1099   0.113871E+04  -0.727028E+02  -0.151213E-06  -0.727028E+02   0.186917E+02   0.355862E-06  -0.151213E-06   0.355862E-06   0.473548E-08
  1100   0.114107E+04  -0.721458E+02  -0.156884E-06  -0.721458E+02   0.184408E+02   0.350984E-06  -0.156884E-06   0.350984E-06   0.472720E-08
  1101   0.114337E+04  -0.715719E+02  -0.162285E-06  -0.715719E+02   0.181917E+02   0.346093E-06  -0.162285E-06   0.346093E-06   0.471894E-08
  1102   0.114574E+04  -0.709787E+02  -0.167420E-06  -0.709787E+02   0.179461E+02   0.341188E-06  -0.167420E-06   0.341188E-06   0.471070E-08
  1103   0.114790E+04  -0.703691E+02  -0.172289E-06  -0.703691E+02   0.177037E+02   0.336272E-06  -0.172289E-06   0.336272E-06   0.470247E-08
  1104   0.115007E+04  -0.697418E+02  -0.176895E-06  -0.697418E+02   0.174655E+02   0.331343E-06  -0.176895E-06   0.331343E-06   0.469427E-08
